Merkmal_IDs;Merkmal_ID;Merkmalbezeichnung;Datentyp;Klassifikationssystem_ID
AAA553;AAA553f001;Stiftlänge;numerisch;pc-5.1
AAA554;AAA554f001;Durchschlagsfestigkeit;numerisch;pc-5.1
AAA557;AAA557f001;Schwenkbar (Aggregat);logisch;pc-5.1
AAA558;AAA558f001;Spanner;logisch;pc-5.1
AAA559;AAA559f001;Min. Bürstenbreite;numerisch;pc-5.1
AAA560;AAA560f001;Max. Bürstenbreite;numerisch;pc-5.1
AAA561;AAA561f001;Leistungsaufnahme;alphanumerisch;pc-5.1
AAA562;AAA562f001;Min. Materialstärke;numerisch;pc-5.1
AAA563;AAA563f001;Max. Materialstärke;numerisch;pc-5.1
AAA564;AAA564f001;Antriebsart;alphanumerisch;pc-5.1
AAA565;AAA565f001;Biegedurchmesser;numerisch;pc-5.1
AAA566;AAA566f001;Steuerungsart;alphanumerisch;pc-5.1
AAA567;AAA567f001;Drehlänge;numerisch;pc-5.1
AAA568;AAA568f001;Genauigkeitsklasse;alphanumerisch;pc-5.1
AAA569;AAA569f001;Min. Bohrfutterspannweite;numerisch;pc-5.1
AAA570;AAA570f001;Max. Bohrfutterspannweite;numerisch;pc-5.1
AAA573;AAA573f001;Scherenlänge;numerisch;pc-5.1
AAA574;AAA574f001;Schneidrichtung;alphanumerisch;pc-5.1
AAA577;AAA577f001;Scherenöffnung;numerisch;pc-5.1
AAA578;AAA578f001;Scherengewicht;numerisch;pc-5.1
AAA579;AAA579f001;Scheren Nettogewicht;numerisch;pc-5.1
AAA580;AAA580f001;Scherenmesserlänge bis;numerisch;pc-5.1
AAA581;AAA581f001;Schneidet Vierkantstahl bis;numerisch;pc-5.1
AAA582;AAA582f001;Schneidet Stahlblech bis;numerisch;pc-5.1
AAA583;AAA583f001;Scheren Niederhalter stufenlos;logisch;pc-5.1
AAA584;AAA584f001;Schneidet Rundstahl bis;numerisch;pc-5.1
AAA585;AAA585f001;Schneidenlänge;numerisch;pc-5.1
AAA586;AAA586f001;Messprinzip für Drehmoment;alphanumerisch;pc-5.1
AAA587;AAA587f001;Messprinzip für Drehwinkel;alphanumerisch;pc-5.1
AAA588;AAA588f001;Messprinzip für Streckgrenze;alphanumerisch;pc-5.1
AAA589;AAA589f001;Messprinzip für Audit, Verschraubung;alphanumerisch;pc-5.1
AAA590;AAA590f001;Daten protokollierbar;logisch;pc-5.1
AAA591;AAA591f001;Länge Drehmomentschlüssel;numerisch;pc-5.1
AAA592;AAA592f001;Gewicht Drehmomentschlüssel;numerisch;pc-5.1
AAA593;AAA593f001;Feilen-Form;alphanumerisch;pc-5.1
AAA600;AAA600f001;Hieb;numerisch;pc-5.1
AAA601;AAA601f001;Querschnitt;alphanumerisch;pc-5.1
AAA602;AAA602f001;Für Feilenprofil;numerisch;pc-5.1
AAA603;AAA603f001;Belaglänge;numerisch;pc-5.1
AAA605;AAA605f001;Max. U/min;numerisch;pc-5.1
AAA606;AAA606f001;Empfohlene U/min;numerisch;pc-5.1
AAA607;AAA607f001;Bindung;alphanumerisch;pc-5.1
AAA608;AAA608f001;Härtegrad nach EN 12413;numerisch;pc-5.1
AAA609;AAA609f001;Fräserschneidrichtung;alphanumerisch;pc-5.1
AAA610;AAA610f001;Fräseroberfläche;alphanumerisch;pc-5.1
AAA612;AAA612f001;Fräserform;alphanumerisch;pc-5.1
AAA613;AAA613f001;Fräsertyp;alphanumerisch;pc-5.1
AAA617;AAA617f001;Schneidet Rundblech bis;numerisch;pc-5.1
AAA618;AAA618f001;Bruttogewicht;numerisch;pc-5.1
AAA623;AAA623f001;Schneidplatte-Abmessung;numerisch;pc-5.1
AAA624;AAA624f001;Schneidplatte-Dicke;numerisch;pc-5.1
AAA625;AAA625f001;Schneidplatte-Innenkreisdurchmesser;numerisch;pc-5.1
AAA626;AAA626f001;Schneidplatte-ISO-Bezeichnung;alphanumerisch;pc-5.1
AAA627;AAA627f001;Schneidplatte-Schneidenlänge;numerisch;pc-5.1
AAA631;AAA631f001;Schiene;alphanumerisch;pc-5.1
AAA632;AAA632f001;Rutschsicherung;logisch;pc-5.1
AAA633;AAA633f001;Schienenriffelung;alphanumerisch;pc-5.1
AAA634;AAA634f001;Schienenprofil;alphanumerisch;pc-5.1
AAA635;AAA635f001;EAN-Kennzeichnung;logisch;pc-5.1
AAA636;AAA636f001;Schutzkappe;logisch;pc-5.1
AAA638;AAA638f001;Oberfläche Bügel;alphanumerisch;pc-5.1
AAA639;AAA639f001;Bolzendurchmesser;numerisch;pc-5.1
AAA641;AAA641f001;Spezialdruckplatte;logisch;pc-5.1
AAA642;AAA642f001;Druckplattendurchmesser;numerisch;pc-5.1
AAA643;AAA643f001;Spanntiefe;numerisch;pc-5.1
AAA644;AAA644f001;Feststeller;logisch;pc-5.1
AAA645;AAA645f001;Spindelende mit Sechskant;alphanumerisch;pc-5.1
AAA646;AAA646f001;Hebel;alphanumerisch;pc-5.1
AAA647;AAA647f001;Spannbackenlänge;numerisch;pc-5.1
AAA648;AAA648f001;Spannfläche;alphanumerisch;pc-5.1
AAA649;AAA649f001;Sechskant;numerisch;pc-5.1
AAA650;AAA650f001;Spannweg;numerisch;pc-5.1
AAA651;AAA651f001;Schienendicke;numerisch;pc-5.1
AAA652;AAA652f001;Spannhöhe;numerisch;pc-5.1
AAA653;AAA653f001;Spann- und Löseautomatik;logisch;pc-5.1
AAA654;AAA654f001;Spannarm;alphanumerisch;pc-5.1
AAA655;AAA655f001;Befestigungsbohrung;alphanumerisch;pc-5.1
AAA656;AAA656f001;Bohrungsabmessung für Schraube;alphanumerisch;pc-5.1
AAA658;AAA658f001;Knebellänge;numerisch;pc-5.1
AAA659;AAA659f001;Spannkraft bei 50mm Spannhöhe;numerisch;pc-5.1
AAA660;AAA660f001;Durchgang;numerisch;pc-5.1
AAA661;AAA661f001;Spannwinkel;numerisch;pc-5.1
AAA662;AAA662f001;Backenlänge;numerisch;pc-5.1
AAA663;AAA663f001;Spindeloberfläche;alphanumerisch;pc-5.1
AAA664;AAA664f001;Backenwerkstoff;alphanumerisch;pc-5.1
AAA665;AAA665f001;Max. Winkelbereich;numerisch;pc-5.1
AAA666;AAA666f001;Rahmengröße;numerisch;pc-5.1
AAA667;AAA667f001;Länge Spannprismen;numerisch;pc-5.1
AAA668;AAA668f001;Rohrdurchmesser;numerisch;pc-5.1
AAA669;AAA669f001;Futterstärke;numerisch;pc-5.1
AAA670;AAA670f001;Hebelverstellweg;numerisch;pc-5.1
AAA671;AAA671f001;Verstellweg;numerisch;pc-5.1
AAA672;AAA672f001;Fensterrahmenstärke;numerisch;pc-5.1
AAA673;AAA673f001;Spannbreite;numerisch;pc-5.1
AAA675;AAA675f001;Max. Strombelastung;numerisch;pc-5.1
AAA676;AAA676f001;Polbohrungsdurchmesser;numerisch;pc-5.1
AAA677;AAA677f001;Lage der Polbohrung;alphanumerisch;pc-5.1
AAA678;AAA678f001;Anzahl Teile;numerisch;pc-5.1
AAA679;AAA679f001;Lagerung;alphanumerisch;pc-5.1
AAA680;AAA680f001;Lochungsart/Notentriegelung;alphanumerisch;pc-5.1
AAA681;AAA681f001;Lochentfernung;alphanumerisch;pc-5.1
AAA682;AAA682f001;Ausführung Schild;alphanumerisch;pc-5.1
AAA683;AAA683f001;Richtung;alphanumerisch;pc-5.1
AAA684;AAA684f001;Widerstandsklasse/Feuerschutz;alphanumerisch;pc-5.1
AAA685;AAA685f001;Zylinderabdeckung;alphanumerisch;pc-5.1
AAA686;AAA686f001;Griffdurchmesser;numerisch;pc-5.1
AAA687;AAA687f001;Lagerart;alphanumerisch;pc-5.1
AAA689;AAA689f001;Verschiebeweg;numerisch;pc-5.1
AAA700;AAA700f001;Min. Drehzahl;numerisch;pc-5.1
AAA701;AAA701f001;Spindelantrieb;alphanumerisch;pc-5.1
AAA702;AAA702f001;Norm;alphanumerisch;pc-5.1
AAA703;AAA703f001;Beschichtungsstärke (Schutzhandschuh mechanisch);alphanumerisch;pc-5.1
AAA704;AAA704f001;Lebensmittelzulassung;logisch;pc-5.1
AAA706;AAA706f001;Min. Größe;numerisch;pc-5.1
AAA707;AAA707f001;Max. Größe;numerisch;pc-5.1
AAA708;AAA708f001;Penetration;numerisch;pc-5.1
AAA709;AAA709f001;Profilierung;alphanumerisch;pc-5.1
AAA710;AAA710f001;Kennzeichnung mit Piktogramm;logisch;pc-5.1
AAA711;AAA711f001;Innenausführung;alphanumerisch;pc-5.1
AAA712;AAA712f001;Schweißerarbeiten;logisch;pc-5.1
AAA713;AAA713f001;Strahlungswärme;alphanumerisch;pc-5.1
AAA714;AAA714f001;Kontaktwärme;alphanumerisch;pc-5.1
AAA715;AAA715f001;Kontaktkälte;alphanumerisch;pc-5.1
AAA716;AAA716f001;Futter;logisch;pc-5.1
AAA717;AAA717f001;Wasserdampfdurchlässigkeit;numerisch;pc-5.1
AAA718;AAA718f001;Ozonbrüchigkeit;numerisch;pc-5.1
AAA719;AAA719f001;Gepudert;logisch;pc-5.1
AAA720;AAA720f001;Stulpenende mit Rollrand;logisch;pc-5.1
AAA721;AAA721f001;Steril;logisch;pc-5.1
AAA722;AAA722f001;Anatomische Form;logisch;pc-5.1
AAA723;AAA723f001;Reinraumklasse;numerisch;pc-5.1
AAA724;AAA724f001;Max. Rührkorbdurchmesser;numerisch;pc-5.1
AAA728;AAA728f001;Max. Stütztellerdurchmesser;numerisch;pc-5.1
AAA729;AAA729f001;Leerlaufhubzahl;numerisch;pc-5.1
AAA730;AAA730f001;Min. Hobeltiefe;numerisch;pc-5.1
AAA731;AAA731f001;Max. Hobeltiefe;numerisch;pc-5.1
AAA732;AAA732f001;Min. Leerlaufschwingzahl;numerisch;pc-5.1
AAA733;AAA733f001;Max. Leerlaufschwingzahl;numerisch;pc-5.1
AAA734;AAA734f001;Min. Nutbreite;numerisch;pc-5.1
AAA735;AAA735f001;Max. Nutbreite;numerisch;pc-5.1
AAA737;AAA737f001;Akkuspannung;numerisch;pc-5.1
AAA740;AAA740f001;Länge l;numerisch;pc-5.1
AAA741;AAA741f001;Materialstärke;numerisch;pc-5.1
AAA742;AAA742f001;Balkenträgerhöhe;numerisch;pc-5.1
AAA743;AAA743f001;Knaggenbreite;numerisch;pc-5.1
AAA744;AAA744f001;Dollendurchmesser;numerisch;pc-5.1
AAA745;AAA745f001;Gabelweite;numerisch;pc-5.1
AAA746;AAA746f001;Größe der Grundplatte;numerisch;pc-5.1
AAA747;AAA747f001;Größe der Trägerplatte;numerisch;pc-5.1
AAA748;AAA748f001;Nennmaß;numerisch;pc-5.1
AAA749;AAA749f001;Sparrenbreite;numerisch;pc-5.1
AAA750;AAA750f001;Ausführung links;logisch;pc-5.1
AAA751;AAA751f001;Ausführung rechts und links;logisch;pc-5.1
AAA752;AAA752f001;Länge 1;numerisch;pc-5.1
AAA753;AAA753f001;Gewindeinnenmaß d1;numerisch;pc-5.1
AAA754;AAA754f001;Gewindedurchmesser d;numerisch;pc-5.1
AAA755;AAA755f001;Durchmesser d1/innen;numerisch;pc-5.1
AAA756;AAA756f001;Wellendurchmesser d1;numerisch;pc-5.1
AAA757;AAA757f001;Kraftangriff;alphanumerisch;pc-5.1
AAA758;AAA758f001;Withworth-Rohrgewinde d1 (in Zoll);alphanumerisch;pc-5.1
AAA760;AAA760f001;Hakenöffnung;numerisch;pc-5.1
AAA761;AAA761f001;Max. Nietdurchmesser;numerisch;pc-5.1
AAA762;AAA762f001;Schlauchanschluss;numerisch;pc-5.1
AAA763;AAA763f001;Max. Luftverbrauch;numerisch;pc-5.1
AAA765;AAA765f001;Schutzkategorie;alphanumerisch;pc-5.1
AAA766;AAA766f001;Zusätzliche Schutzfunktion;alphanumerisch;pc-5.1
AAA767;AAA767f001;Damen/Herren;alphanumerisch;pc-5.1
AAA768;AAA768f001;Obermaterial;alphanumerisch;pc-5.1
AAA769;AAA769f001;Futtermaterial;alphanumerisch;pc-5.1
AAA770;AAA770f001;Sohle;alphanumerisch;pc-5.1
AAA771;AAA771f001;Brandsohle;alphanumerisch;pc-5.1
AAA772;AAA772f001;Verschlussart;alphanumerisch;pc-5.1
AAA773;AAA773f001;Spitzenschutz/Überkappe;logisch;pc-5.1
AAA776;AAA776f001;Grifflänge;numerisch;pc-5.1
AAA780;AAA780f001;Bandbreite;numerisch;pc-5.1
AAA781;AAA781f001;Schlüsselweite 1;numerisch;pc-5.1
AAA782;AAA782f001;Schlüsselweite 2;numerisch;pc-5.1
AAA783;AAA783f001;Maulstellung;numerisch;pc-5.1
AAA785;AAA785f001;Außenmaß (b1);numerisch;pc-5.1
AAA786;AAA786f001;Außenmaß (b2);numerisch;pc-5.1
AAA787;AAA787f001;Kopfdicke von (a1);numerisch;pc-5.1
AAA788;AAA788f001;Kopfdicke bis (a2);numerisch;pc-5.1
AAA789;AAA789f001;Oberflächenausführung;alphanumerisch;pc-5.1
AAA790;AAA790f001;Min. Schlüsselweite;numerisch;pc-5.1
AAA791;AAA791f001;Max. Schlüsselweite;numerisch;pc-5.1
AAA792;AAA792f001;Verpackung;alphanumerisch;pc-5.1
AAA793;AAA793f001;Min. Kopfhöhe;numerisch;pc-5.1
AAA794;AAA794f001;Max. Kopfhöhe;numerisch;pc-5.1
AAA795;AAA795f001;Winkel;numerisch;pc-5.1
AAA796;AAA796f001;Tiefe der Kröpfung;numerisch;pc-5.1
AAA797;AAA797f001;Vierkantgröße;alphanumerisch;pc-5.1
AAA798;AAA798f001;Schlüsselweite 3;numerisch;pc-5.1
AAA799;AAA799f001;Schlüsselweite 4;numerisch;pc-5.1
AAA800;AAA800f001;Zerlegbar;logisch;pc-5.1
AAA801;AAA801f001;Außenmaß (b);numerisch;pc-5.1
AAA802;AAA802f001;Kopfdicke;numerisch;pc-5.1
AAA803;AAA803f001;Drehstiftdurchmesser;numerisch;pc-5.1
AAA804;AAA804f001;Außenmaß (e1);numerisch;pc-5.1
AAA805;AAA805f001;Außenmaß (e2);numerisch;pc-5.1
AAA806;AAA806f001;Anzahl Drehstifte;numerisch;pc-5.1
AAA808;AAA808f001;Durchmesser (d1);numerisch;pc-5.1
AAA809;AAA809f001;Durchmesser (d2);numerisch;pc-5.1
AAA810;AAA810f001;Durchmesser (d3);numerisch;pc-5.1
AAA811;AAA811f001;Außenmaß (d1);numerisch;pc-5.1
AAA812;AAA812f001;Außenmaß (d2);numerisch;pc-5.1
AAA813;AAA813f001;Sechskantansatz;numerisch;pc-5.1
AAA814;AAA814f001;Gelenk;logisch;pc-5.1
AAA815;AAA815f001;Antriebsvierkant;alphanumerisch;pc-5.1
AAA816;AAA816f001;Min. Antriebsvierkant;alphanumerisch;pc-5.1
AAA817;AAA817f001;Max. Antriebsvierkant;alphanumerisch;pc-5.1
AAA818;AAA818f001;Innenvierkant;alphanumerisch;pc-5.1
AAA819;AAA819f001;Außenvierkant;alphanumerisch;pc-5.1
AAA820;AAA820f001;Vierkant;alphanumerisch;pc-5.1
AAA821;AAA821f001;Rückschwenkwinkel;numerisch;pc-5.1
AAA822;AAA822f001;Arretierbar;logisch;pc-5.1
AAA823;AAA823f001;Anzahl Zähne;numerisch;pc-5.1
AAA824;AAA824f001;Mit Griff;logisch;pc-5.1
AAA825;AAA825f001;Kassettenlänge;numerisch;pc-5.1
AAA826;AAA826f001;Kassettenbreite;numerisch;pc-5.1
AAA827;AAA827f001;Kassettenhöhe;numerisch;pc-5.1
AAA828;AAA828f001;Anzahl Verbindungsteile;numerisch;pc-5.1
AAA829;AAA829f001;Knarre;logisch;pc-5.1
AAA830;AAA830f001;Schneidenbreite;numerisch;pc-5.1
AAA831;AAA831f001;Betätigungssechskant;logisch;pc-5.1
AAA832;AAA832f001;Klinge durchgehend;logisch;pc-5.1
AAA833;AAA833f001;Isoliert nach EN 60900;logisch;pc-5.1
AAA834;AAA834f001;Anzahl Schlitzschraubendreher;numerisch;pc-5.1
AAA835;AAA835f001;Anzahl PH-Schraubendreher;numerisch;pc-5.1
AAA836;AAA836f001;Anzahl PZ-Schraubendreher;numerisch;pc-5.1
AAA837;AAA837f001;Anzahl TX-Schraubendreher;numerisch;pc-5.1
AAA838;AAA838f001;Anzahl sonstige Schraubendreher;numerisch;pc-5.1
AAA843;AAA843f001;Auffangöse, hinten;logisch;pc-5.1
AAA844;AAA844f001;Auffangöse, vorn;logisch;pc-5.1
AAA845;AAA845f001;Halteöse;logisch;pc-5.1
AAA846;AAA846f001;Steigschutzöse;logisch;pc-5.1
AAA847;AAA847f001;Gurtbandbreite;numerisch;pc-5.1
AAA848;AAA848f001;Leibumfang;numerisch;pc-5.1
AAA849;AAA849f001;Gurtlänge;numerisch;pc-5.1
AAA850;AAA850f001;Ex-geschützt;logisch;pc-5.1
AAA852;AAA852f001;Sorgeleine;logisch;pc-5.1
AAA853;AAA853f001;Seilmaterial;alphanumerisch;pc-5.1
AAA854;AAA854f001;Material Auffanggerät;alphanumerisch;pc-5.1
AAA855;AAA855f001;Verbindungsmittelart;alphanumerisch;pc-5.1
AAA857;AAA857f001;Werkstoff Karabiner;alphanumerisch;pc-5.1
AAA858;AAA858f001;Verschluss Karabiner;alphanumerisch;pc-5.1
AAA859;AAA859f001;Auffanggurt;logisch;pc-5.1
AAA860;AAA860f001;Verbindungsmittel;logisch;pc-5.1
AAA861;AAA861f001;Auffanggerät;logisch;pc-5.1
AAA862;AAA862f001;Bandschlinge;logisch;pc-5.1
AAA863;AAA863f001;Transportbehälter;alphanumerisch;pc-5.1
AAA866;AAA866f001;Bandfalldämpfer;logisch;pc-5.1
AAA867;AAA867f001;Falldämpferkarabiner;logisch;pc-5.1
AAA868;AAA868f001;Werkstoff Karabiner, falldämpferseitig;alphanumerisch;pc-5.1
AAA869;AAA869f001;Verschluss Karabiner, falldämpferseitig;alphanumerisch;pc-5.1
AAA872;AAA872f001;Seilkürzer;logisch;pc-5.1
AAA873;AAA873f001;Y-Seil;logisch;pc-5.1
AAA875;AAA875f001;Endverbindung (eine Seite);alphanumerisch;pc-5.1
AAA876;AAA876f001;Werkstoff Endverbindung, eine Seite;alphanumerisch;pc-5.1
AAA877;AAA877f001;Verschluss Endverbindung, eine Seite;alphanumerisch;pc-5.1
AAA878;AAA878f001;Endverbindung (andere Seite);alphanumerisch;pc-5.1
AAA879;AAA879f001;Werkstoff Endverbindung, andere Seite;alphanumerisch;pc-5.1
AAA880;AAA880f001;Verschluss Endverbindung, andere Seite;alphanumerisch;pc-5.1
AAA881;AAA881f001;Zulässig für;alphanumerisch;pc-5.1
AAA882;AAA882f001;Ausführung Gehäuse;alphanumerisch;pc-5.1
AAA883;AAA883f001;Drehwirbel;logisch;pc-5.1
AAA884;AAA884f001;Rettungshubeinrichtung;logisch;pc-5.1
AAA885;AAA885f001;Tragkraft;numerisch;pc-5.1
AAA886;AAA886f001;Höhe (zusammengelegt);numerisch;pc-5.1
AAA887;AAA887f001;Breite (zusammengelegt);numerisch;pc-5.1
AAA888;AAA888f001;Länge (zusammengelegt);numerisch;pc-5.1
AAA889;AAA889f001;Min. Höhe, aufgestellt;numerisch;pc-5.1
AAA890;AAA890f001;Max. Höhe, aufgestellt;numerisch;pc-5.1
AAA892;AAA892f001;Halterung für Höhensicherungsgerät;logisch;pc-5.1
AAA893;AAA893f001;Lastwinde;logisch;pc-5.1
AAA894;AAA894f001;Seillänge (Lastwinde);numerisch;pc-5.1
AAA895;AAA895f001;Seildurchmesser (Lastwinde);numerisch;pc-5.1
AAA896;AAA896f001;Eigengewicht (Lastwinde);numerisch;pc-5.1
AAA897;AAA897f001;Max. Tragkraft (Lastwinde);numerisch;pc-5.1
AAA898;AAA898f001;Gewicht (Lastwinde);numerisch;pc-5.1
AAA900;AAA900f001;Grundgerät;logisch;pc-5.1
AAA901;AAA901f001;Angeschraubte Umlenkrolle;logisch;pc-5.1
AAA902;AAA902f001;Lose Umlenkrolle;logisch;pc-5.1
AAA903;AAA903f001;Seilstoppgerät;logisch;pc-5.1
AAA904;AAA904f001;Haltegurt;logisch;pc-5.1
AAA905;AAA905f001;Kernmantelseillänge;numerisch;pc-5.1
AAA906;AAA906f001;Kernmantelseildurchmesser;numerisch;pc-5.1
AAA907;AAA907f001;Sicherungsseillänge;numerisch;pc-5.1
AAA909;AAA909f001;Max. zulässige Personenlast;numerisch;pc-5.1
AAA910;AAA910f001;Max. Abseilhöhe;numerisch;pc-5.1
AAA911;AAA911f001;Max. Empfohlene Hubhöhe ohne Winde;numerisch;pc-5.1
AAA912;AAA912f001;Gesamtgewicht;numerisch;pc-5.1
AAA913;AAA913f001;Klapprolle;logisch;pc-5.1
AAA914;AAA914f001;Rettungssitzgurt;logisch;pc-5.1
AAA915;AAA915f001;Anschlagseil;logisch;pc-5.1
AAA916;AAA916f001;Abseilgeschwindigkeit;numerisch;pc-5.1
AAA917;AAA917f001;Gewicht (ohne Seil);numerisch;pc-5.1
AAA918;AAA918f001;Max. Personenlast;numerisch;pc-5.1
AAA920;AAA920f001;Dreibockhalterung;logisch;pc-5.1
AAA921;AAA921f001;Leiteradapter;logisch;pc-5.1
AAA923;AAA923f001;Gurtmaterial;alphanumerisch;pc-5.1
AAA924;AAA924f001;Gurtbreite;numerisch;pc-5.1
AAA925;AAA925f001;Verschluss;alphanumerisch;pc-5.1
AAA926;AAA926f001;Aluminiumbedampft;logisch;pc-5.1
AAA927;AAA927f001;Wandhalterung;logisch;pc-5.1
AAA928;AAA928f001;Anzahl Abschnitte;numerisch;pc-5.1
AAA929;AAA929f001;DIN 13152;logisch;pc-5.1
AAA930;AAA930f001;Elastisch;logisch;pc-5.1
AAA931;AAA931f001;DIN 13168;logisch;pc-5.1
AAA932;AAA932f001;Wasserabweisend;logisch;pc-5.1
AAA933;AAA933f001;Verwendungszweck;alphanumerisch;pc-5.1
AAA934;AAA934f001;Bauart nach § 31 ArbeitsstättVO;logisch;pc-5.1
AAA935;AAA935f001;Wandklappliege;logisch;pc-5.1
AAA936;AAA936f001;Verstellmöglichkeiten;alphanumerisch;pc-5.1
AAA937;AAA937f001;DIN 13024;logisch;pc-5.1
AAA938;AAA938f001;Klappbar;alphanumerisch;pc-5.1
AAA939;AAA939f001;Für Trage;alphanumerisch;pc-5.1
AAA940;AAA940f001;Abschließbar;logisch;pc-5.1
AAA941;AAA941f001;Kippsicherung;logisch;pc-5.1
AAA942;AAA942f001;Gefüllt;logisch;pc-5.1
AAA943;AAA943f001;Spülflüssigkeit;alphanumerisch;pc-5.1
AAA944;AAA944f001;Füllmenge;numerisch;pc-5.1
AAA945;AAA945f001;Behälter;alphanumerisch;pc-5.1
AAA946;AAA946f001;DIN 58279B18;logisch;pc-5.1
AAA947;AAA947f001;Kniegebogen;logisch;pc-5.1
AAA948;AAA948f001;Inhalt nach DIN;alphanumerisch;pc-5.1
AAA949;AAA949f001;DIN 14155;logisch;pc-5.1
AAA950;AAA950f001;EN 1869;logisch;pc-5.1
AAA951;AAA951f001;Inhalt nach;alphanumerisch;pc-5.1
AAA952;AAA952f001;Norm (Abtriebsspitze);alphanumerisch;pc-5.1
AAA953;AAA953f001;Klingenbreite;numerisch;pc-5.1
AAA954;AAA954f001;Klingenbreite (in Zoll);alphanumerisch;pc-5.1
AAA955;AAA955f001;Klingendicke;numerisch;pc-5.1
AAA957;AAA957f001;Klingenlänge (in Zoll);alphanumerisch;pc-5.1
AAA958;AAA958f001;Klingenform;alphanumerisch;pc-5.1
AAA959;AAA959f001;Klingendurchmesser;numerisch;pc-5.1
AAA960;AAA960f001;Schlüsselweite (Sechskantklinge);numerisch;pc-5.1
AAA961;AAA961f001;Vergütung Abtriebsspitze;alphanumerisch;pc-5.1
AAA962;AAA962f001;Schlüsselweite Betätigungssechskant;numerisch;pc-5.1
AAA964;AAA964f001;Griffmaterial;alphanumerisch;pc-5.1
AAA965;AAA965f001;Abrollschutz;logisch;pc-5.1
AAA966;AAA966f001;Schlagkappe;alphanumerisch;pc-5.1
AAA967;AAA967f001;Klingenmaterial;alphanumerisch;pc-5.1
AAA968;AAA968f001;Abtriebsgröße;alphanumerisch;pc-5.1
AAA969;AAA969f001;Drehbare Kappe;logisch;pc-5.1
AAA970;AAA970f001;Abtriebsgröße (metrisch);numerisch;pc-5.1
AAA971;AAA971f001;Abtriebsgröße (in Zoll);alphanumerisch;pc-5.1
AAA972;AAA972f001;Grifffarbe;alphanumerisch;pc-5.1
AAA973;AAA973f001;Geschlossen;logisch;pc-5.1
AAA974;AAA974f001;Ansteckbare Kantenschräge;logisch;pc-5.1
AAA975;AAA975f001;Mit Einlage;logisch;pc-5.1
AAA976;AAA976f001;Mit Kunststoffauflage;logisch;pc-5.1
AAA978;AAA978f001;Kennzeichnung VDE;logisch;pc-5.1
AAA979;AAA979f001;Noppendurchmesser;numerisch;pc-5.1
AAA980;AAA980f001;Noppenhöhe;numerisch;pc-5.1
AAA981;AAA981f001;Entspricht DIN EN 12199;logisch;pc-5.1
AAA982;AAA982f001;Außenverlegung;logisch;pc-5.1
AAA983;AAA983f001;Beschaffenheit der Rückseite;alphanumerisch;pc-5.1
AAA984;AAA984f001;Geschlecht;alphanumerisch;pc-5.1
AAA990;AAA990f001;Abriebfestigkeit nach EN 530 M2;numerisch;pc-5.1
AAA991;AAA991f001;Trapezreißfestigkeit nach ISO 9073-4;numerisch;pc-5.1
AAA992;AAA992f001;Berstfestigkeit nach ISO 2960;numerisch;pc-5.1
AAA993;AAA993f001;Nahtstärke nach ISO 5082;numerisch;pc-5.1
AAA994;AAA994f001;Antistatisch nach EN 1149-1;logisch;pc-5.1
AAA996;AAA996f001;Waschbar;logisch;pc-5.1
AAB008;AAB008f001;Ausatemventil;logisch;pc-5.1
AAB009;AAB009f001;Verstellbare Bebänderung;logisch;pc-5.1
AAB010;AAB010f001;Nasenbügel;alphanumerisch;pc-5.1
AAB011;AAB011f001;Hygienisch einzeln verpackt;logisch;pc-5.1
AAB012;AAB012f001;Zusätzliche Aktivkohleschicht;logisch;pc-5.1
AAB013;AAB013f001;Einspeicher-D-Test;logisch;pc-5.1
AAB014;AAB014f001;G26 pflichtig;logisch;pc-5.1
AAB015;AAB015f001;Schutz vor Partikeln;logisch;pc-5.1
AAB016;AAB016f001;Schutz vor Gasen/Dämpfen;logisch;pc-5.1
AAB017;AAB017f001;Anschlussmöglichkeit für Helme;logisch;pc-5.1
AAB018;AAB018f001;Anschlussmöglichkeit für Hauben;logisch;pc-5.1
AAB019;AAB019f001;Anschlussmöglichkeit für Visiere;logisch;pc-5.1
AAB020;AAB020f001;Anschlussansteckmöglichkeit für Schweißerschutz;logisch;pc-5.1
AAB021;AAB021f001;Anschlussmöglichkeit für Masken;logisch;pc-5.1
AAB022;AAB022f001;Überwachung von Luftstrom und Batterie;logisch;pc-5.1
AAB023;AAB023f001;Warneinrichtung;alphanumerisch;pc-5.1
AAB026;AAB026f001;Explosionsgeschützt;logisch;pc-5.1
AAB027;AAB027f001;Filteranschluss;alphanumerisch;pc-5.1
AAB029;AAB029f001;Material Maske;alphanumerisch;pc-5.1
AAB030;AAB030f001;Material Sichtscheibe;alphanumerisch;pc-5.1
AAB031;AAB031f001;Gesichtsgröße;alphanumerisch;pc-5.1
AAB032;AAB032f001;Sprechmembran;logisch;pc-5.1
AAB033;AAB033f001;Material Tragevorrichtung;alphanumerisch;pc-5.1
AAB034;AAB034f001;Höhenverstellbare Tragevorrichtung;logisch;pc-5.1
AAB035;AAB035f001;Drehbarer, sich mitbewegender Leibgurt;logisch;pc-5.1
AAB036;AAB036f001;Schulterpolsterung;logisch;pc-5.1
AAB037;AAB037f001;Beckenpolsterung;logisch;pc-5.1
AAB038;AAB038f001;Universal-Flaschenspannband;logisch;pc-5.1
AAB039;AAB039f001;Atemanschluss/Lungenautomat;alphanumerisch;pc-5.1
